state,statePostal,district,office,last,first,key,party,performanceInPrimary,primaryDate,runoff,incumbent,is_incumbent
North Dakota,ND,S,U.S. Senate,Heitkamp,Heidi,heitkampheidi,Democratic,WIN,6/12/18,,Heidi Heitkamp,TRUE
North Dakota,ND,1,U.S. House,Abentroth,Tiffany,abentrothtiffany,Republican,LOSE,6/12/18,,Open,FALSE
Ohio,OH,3,U.S. House,Beatty,Joyce,beattyjoyce,Democratic,WIN,5/8/18,,Joyce Beatty,TRUE
Ohio,OH,9,U.S. House,Kaptur,Marcy,kapturmarcy,Democratic,WIN,5/8/18,,Marcy Kaptur,TRUE
Ohio,OH,11,U.S. House,Fudge,Marcia,fudgemarcia,Democratic,WIN,5/8/18,,Marcia Fudge,TRUE
Ohio,OH,2,U.S. House,Schiller,Jill,schillerjill,Democratic,WIN,5/8/18,,Brad Wenstrup,FALSE
Ohio,OH,4,U.S. House,Garrett,Janet,garrettjanet,Democratic,WIN,5/8/18,,Jim Jordan,FALSE
Ohio,OH,6,U.S. House,Roberts,Shawna,robertsshawna,Democratic,WIN,5/8/18,,Bill Johnson,FALSE
Ohio,OH,8,U.S. House,Enoch,Vanessa,enochvanessa,Democratic,WIN,5/8/18,,Warren Davidson,FALSE
Ohio,OH,10,U.S. House,Gasper,Theresa,gaspertheresa,Democratic,WIN,5/8/18,,Turner,FALSE
Ohio,OH,14,U.S. House,Rader,Betsy,raderbetsy,Democratic,WIN,5/8/18,,Joyce,FALSE
Ohio,OH,16,U.S. House,Palmer,Susan Moran,palmersusanmoran,Democratic,WIN,5/8/18,,Open,FALSE
Ohio,OH,2,U.S. House,Everhard,Janet,everhardjanet,Democratic,LOSE,5/8/18,,Brad Wenstrup,FALSE
Ohio,OH,12,U.S. House,Patton,Jackie,pattonjackie,Democratic,LOSE,5/8/18,,Balderson,FALSE
Ohio,OH,11,U.S. House,Goldstein,Beverly,goldsteinbeverly,Republican,WIN,5/8/18,,Marcia Fudge,FALSE
Ohio,OH,12,U.S. House,Leneghan,Melanie,leneghanmelanie,Republican,LOSE,5/8/18,,Balderson,FALSE
Ohio,OH,12,U.S. House,O'Brien,Carol,o'briencarol,Republican,LOSE,5/8/18,,Balderson,FALSE
Ohio,OH,16,U.S. House,Hagan,Christina,haganchristina,Republican,LOSE,5/8/18,,Open,FALSE
Ohio,OH,S,U.S. Senate,Ackison,Melissa,ackisonmelissa,Republican,LOSE,5/8/18,,Sherrod Brown,FALSE
Oklahoma,OK,4,U.S. House,Brannon,Mary,brannonmary,Democratic,WIN,8/28/18,RUNOFF,Tom Cole,FALSE
Oklahoma,OK,5,U.S. House,Horn,Kendra,hornkendra,Democratic,WIN,8/28/18,RUNOFF,Steve Russell,FALSE
Oklahoma,OK,1,U.S. House,Douglas,Amanda,douglasamanda,Democratic,LOSE,8/28/18,RUNOFF,Open,FALSE
Oklahoma,OK,1,U.S. House,Fields,Gwendolyn,fieldsgwendolyn,Democratic,LOSE,6/26/18,,Open,FALSE
Oklahoma,OK,2,U.S. House,Jenner,Virginia,jennervirginia,Democratic,LOSE,6/26/18,,Markwayne Mullin,FALSE
Oklahoma,OK,4,U.S. House,Klutts,Roxann,kluttsroxann,Democratic,LOSE,6/26/18,,Tom Cole,FALSE
Oklahoma,OK,4,U.S. House,Varner,Mallory,varnermallory,Democratic,LOSE,6/26/18,,Tom Cole,FALSE
Oklahoma,OK,5,U.S. House,Britt,Elysabeth,brittelysabeth,Democratic,LOSE,6/26/18,,Steve Russell,FALSE
Oklahoma,OK,5,U.S. House,Kelley-Leonard,Leona,kelley-leonardleona,Democratic,LOSE,6/26/18,,Steve Russell,FALSE
Oregon,OR,1,U.S. House,Bonamici,Suzanne,bonamicisuzanne,Democratic,WIN,5/15/18,,Suzanne Bonamici,TRUE
Oregon,OR,2,U.S. House,McLeod-Skinner,Jamie,mcleod-skinnerjamie,Democratic,WIN,5/15/18,,Greg Walden,FALSE
Oregon,OR,2,U.S. House,Mason,Raz,masonraz,Democratic,LOSE,5/15/18,,Greg Walden,FALSE
Oregon,OR,2,U.S. House,Neahring,Jennifer,neahringjennifer,Democratic,LOSE,5/15/18,,Greg Walden,FALSE
Oregon,OR,4,U.S. House,Perkins,Jo Rae,perkinsjorae,Republican,LOSE,5/15/18,,Peter DeFazio,FALSE
Pennsylvania,PA,4,U.S. House,Dean,Madeleine,deanmadeleine,Democratic,WIN,5/15/18,,Open,FALSE
Pennsylvania,PA,5,U.S. House,Scanlon,Mary,scanlonmary,Democratic,WIN,5/15/18,,Vacant,FALSE
Pennsylvania,PA,6,U.S. House,Houlahan,Chrissy,houlahanchrissy,Democratic,WIN,5/15/18,,Open,FALSE
Pennsylvania,PA,7,U.S. House,Wild,Susan,wildsusan,Democratic,WIN,5/15/18,,Vacant,FALSE
Pennsylvania,PA,11,U.S. House,King,Jess,kingjess,Democratic,WIN,5/15/18,,Lloyd Smucker,FALSE
Pennsylvania,PA,14,U.S. House,Boerio,Bibiana,boeriobibiana,Democratic,WIN,5/15/18,,Open,FALSE
Pennsylvania,PA,15,U.S. House,Boser,Susan,bosersusan,Democratic,WIN,5/15/18,,Glenn Thompson,FALSE
Pennsylvania,PA,1,U.S. House,Reddick,Rachel,reddickrachel,Democratic,LOSE,5/15/18,,Fitzpatrick,FALSE
Pennsylvania,PA,2,U.S. House,Lawrence,Michele,lawrencemichele,Democratic,LOSE,5/15/18,,Brendan Boyle,FALSE
Pennsylvania,PA,4,U.S. House,Goodman,Shira,goodmanshira,Democratic,LOSE,5/15/18,,Open,FALSE
Pennsylvania,PA,5,U.S. House,Davidson,Margo,davidsonmargo,Democratic,LOSE,5/15/18,,Vacant,FALSE
Pennsylvania,PA,5,U.S. House,Li,Lindy,lilindy,Democratic,LOSE,5/15/18,,Vacant,FALSE
Pennsylvania,PA,5,U.S. House,Lunkenheimer,Ashley,lunkenheimerashley,Democratic,LOSE,5/15/18,,Vacant,FALSE
Pennsylvania,PA,5,U.S. House,Sheehan,Molly,sheehanmolly,Democratic,LOSE,5/15/18,,Vacant,FALSE
Pennsylvania,PA,7,U.S. House,Wright,Theresa,wrighttheresa,Democratic,LOSE,5/15/18,,Vacant,FALSE
Pennsylvania,PA,9,U.S. House,Quick,Laura,quicklaura,Democratic,LOSE,5/15/18,,Open,FALSE
Pennsylvania,PA,10,U.S. House,Corbin-Johnson,Shavonnia,corbin-johnsonshavonnia,Democratic,LOSE,5/15/18,,Perry,FALSE
Pennsylvania,PA,12,U.S. House,Herschel,Judy,herscheljudy,Democratic,LOSE,5/15/18,,Tom Marino,FALSE
Pennsylvania,PA,18,U.S. House,Brooks,Janis,brooksjanis,Democratic,LOSE,5/15/18,,Michael Doyle,FALSE
Pennsylvania,PA,5,U.S. House,Kim,Pearl,kimpearl,Republican,WIN,5/15/18,,Vacant,FALSE
Rhode Island,RI,S,U.S. Senate,Fontes,Patricia,fontespatricia,Democratic,LOSE,9/12/18,,Sheldon Whitehouse,FALSE
South Carolina,SC,3,U.S. House,Geren,Mary,gerenmary,Democratic,WIN,6/12/18,,Jeff Duncan,FALSE
South Carolina,SC,1,U.S. House,Smith,Toby,smithtoby,Democratic,LOSE,6/12/18,,Open,FALSE
South Carolina,SC,2,U.S. House,Robertson,Annabelle,robertsonannabelle,Democratic,LOSE,6/26/18,RUNOFF,Joe Wilson,FALSE
South Carolina,SC,4,U.S. House,Turner,Doris,turnerdoris,Democratic,LOSE,6/26/18,RUNOFF,Open,FALSE
South Carolina,SC,1,U.S. House,Arrington,Katie,arringtonkatie,Republican,WIN,6/12/18,,Open,FALSE
South Carolina,SC,4,U.S. House,Pierce,Shannon,pierceshannon,Republican,LOSE,6/12/18,,Open,FALSE
South Dakota,SD,1,U.S. House,Krebs,Shantel,krebsshantel,Republican,LOSE,6/5/18,,Open,FALSE
Tennessee,TN,2,U.S. House,Hoyos,Renee,hoyosrenee,Democratic,WIN,8/2/18,,Open,FALSE
Tennessee,TN,3,U.S. House,Mitchell,Danielle,mitchelldanielle,Democratic,WIN,8/2/18,,Charles Fleischmann,FALSE
Tennessee,TN,4,U.S. House,Phillips,Mariah,phillipsmariah,Democratic,WIN,8/2/18,,Scott DesJarlais,FALSE
Tennessee,TN,6,U.S. House,Barlow,Dawn,barlowdawn,Democratic,WIN,8/2/18,,Open,FALSE
Tennessee,TN,8,U.S. House,Pearson,Erika,pearsonerika,Democratic,WIN,8/2/18,,David Kustoff,FALSE
Tennessee,TN,6,U.S. House,Wineinger,Merrilee,wineingermerrilee,Democratic,LOSE,8/2/18,,Open,FALSE
Tennessee,TN,9,U.S. House,Smith,Kasandra,smithkasandra,Democratic,LOSE,8/2/18,,Steve Cohen,FALSE
Tennessee,TN,9,U.S. House,Bergmann,Charlotte,bergmanncharlotte,Republican,WIN,8/2/18,,Steve Cohen,FALSE
Tennessee,TN,S,U.S. Senate,Blackburn,Marsha,blackburnmarsha,Republican,WIN,8/2/18,,Open,FALSE
Tennessee,TN,1,U.S. House,Banyas,Mickie Lou,banyasmickielou,Republican,LOSE,8/2/18,,David Roe,FALSE
Tennessee,TN,2,U.S. House,Nickloes,Sarah,nickloessarah,Republican,LOSE,8/2/18,,Open,FALSE
Tennessee,TN,6,U.S. House,Vivio,Lavern,viviolavern,Republican,LOSE,8/2/18,,Open,FALSE
Tennessee,TN,8,U.S. House,Owens,Colleen,owenscolleen,Republican,LOSE,8/2/18,,David Kustoff,FALSE
Texas,TX,18,U.S. House,Jackson Lee,Sheila,jacksonleesheila,Democratic,WIN,3/6/18,,Sheila Jackson Lee,TRUE
Texas,TX,30,U.S. House,Johnson,Eddie Bernice,johnsoneddiebernice,Democratic,WIN,3/6/18,,Eddie Johnson,TRUE
Texas,TX,1,U.S. House,McKellar,Shirley,mckellarshirley,Democratic,WIN,3/6/18,,Louie Gohmert,FALSE
Texas,TX,3,U.S. House,Burch,Lorie,burchlorie,Democratic,WIN,5/22/18,RUNOFF,Open,FALSE
Texas,TX,4,U.S. House,Krantz,Catherine,krantzcatherine,Democratic,WIN,3/6/18,,John Ratcliffe,FALSE
Texas,TX,6,U.S. House,Sanchez,Jana Lynne,sanchezjanalynne,Democratic,WIN,5/22/18,RUNOFF,Open,FALSE
Texas,TX,7,U.S. House,Fletcher,Lizzie,fletcherlizzie,Democratic,WIN,5/22/18,RUNOFF,Culberson,FALSE
Texas,TX,11,U.S. House,Leeder,Jennie Lou,leederjennielou,Democratic,WIN,3/6/18,,Mike Conaway,FALSE
Texas,TX,12,U.S. House,Adia,Vanessa,adiavanessa,Democratic,WIN,3/6/18,,Kay Granger,FALSE
Texas,TX,14,U.S. House,Bell,Adrienne,belladrienne,Democratic,WIN,3/6/18,,Randy Weber,FALSE
Texas,TX,16,U.S. House,Escobar,Veronica,escobarveronica,Democratic,WIN,3/6/18,,Open,FALSE
Texas,TX,23,U.S. House,Jones,Gina,jonesgina,Democratic,WIN,5/22/18,RUNOFF,Hurd,FALSE
Texas,TX,24,U.S. House,McDowell,Jan,mcdowelljan,Democratic,WIN,3/6/18,,Kenny Marchant,FALSE
Texas,TX,25,U.S. House,Oliver,Julie,oliverjulie,Democratic,WIN,5/22/18,RUNOFF,Roger Williams,FALSE
Texas,TX,26,U.S. House,Fagan,Linsey,faganlinsey,Democratic,WIN,3/6/18,,Michael Burgess,FALSE
Texas,TX,29,U.S. House,Garcia,Sylvia,garciasylvia,Democratic,WIN,3/6/18,,Open,FALSE
Texas,TX,31,U.S. House,Hegar,Mary,hegarmary,Democratic,WIN,5/22/18,RUNOFF,Carter,FALSE
Texas,TX,36,U.S. House,Steele,Dayna,steeledayna,Democratic,WIN,3/6/18,,Brian Babin,FALSE
Texas,TX,2,U.S. House,Malik,Silky,maliksilky,Democratic,LOSE,3/6/18,,Open,FALSE
Texas,TX,6,U.S. House,Woolridge,Ruby Faye,woolridgerubyfaye,Democratic,LOSE,5/22/18,RUNOFF,Open,FALSE
Texas,TX,7,U.S. House,Moser,Laura,moserlaura,Democratic,LOSE,5/22/18,RUNOFF,Culberson,FALSE
Texas,TX,10,U.S. House,Eden,Madeline,edenmadeline,Democratic,LOSE,3/6/18,,Michael McCaul,FALSE
Texas,TX,10,U.S. House,Walker,Tami,walkertami,Democratic,LOSE,3/6/18,,Michael McCaul,FALSE
Texas,TX,10,U.S. House,Walter-Cadien,Tawana,walter-cadientawana,Democratic,LOSE,5/22/18,RUNOFF,Michael McCaul,FALSE
Texas,TX,16,U.S. House,Chavez,Norma,chaveznorma,Democratic,LOSE,3/6/18,,Open,FALSE
Texas,TX,16,U.S. House,Fenenbock,Dori,fenenbockdori,Democratic,LOSE,3/6/18,,Open,FALSE
Texas,TX,21,U.S. House,Wilson,Mary,wilsonmary,Democratic,LOSE,5/22/18,RUNOFF,Open,FALSE
Texas,TX,22,U.S. House,Johnson,Margarita,johnsonmargarita,Democratic,LOSE,3/6/18,,Pete Olson,FALSE
Texas,TX,22,U.S. House,Plummer,Letitia,plummerletitia,Democratic,LOSE,5/22/18,RUNOFF,Pete Olson,FALSE
Texas,TX,23,U.S. House,Canales,Judy,canalesjudy,Democratic,LOSE,3/6/18,,Hurd,FALSE
Texas,TX,23,U.S. House,Villescaz,Angie,villescazangie,Democratic,LOSE,3/6/18,,Hurd,FALSE
Texas,TX,25,U.S. House,Thomas,Kathi,thomaskathi,Democratic,LOSE,3/6/18,,Roger Williams,FALSE
Texas,TX,27,U.S. House,Foster,Vanessa,fostervanessa,Democratic,LOSE,3/6/18,,Michael Cloud,FALSE
Texas,TX,29,U.S. House,Garcia,Dominique,garciadominique,Democratic,LOSE,3/6/18,,Open,FALSE
Texas,TX,30,U.S. House,Mallory Caraway,Barbara,mallorycarawaybarbara,Democratic,LOSE,3/6/18,,Eddie Johnson,FALSE
Texas,TX,31,U.S. House,Mann,Christine,mannchristine,Democratic,LOSE,5/22/18,RUNOFF,Carter,FALSE
Texas,TX,32,U.S. House,Salerno,Lillian,salernolillian,Democratic,LOSE,5/22/18,RUNOFF,Sessions,FALSE
Texas,TX,S,U.S. Senate,Hernandez,Sema,hernandezsema,Democratic,LOSE,3/6/18,,Ted Cruz,FALSE
Texas,TX,12,U.S. House,Granger,Kay,grangerkay,Republican,WIN,3/6/18,,Kay Granger,TRUE
Texas,TX,18,U.S. House,Pate,Ava,pateava,Republican,WIN,3/6/18,,Sheila Jackson Lee,FALSE
Texas,TX,2,U.S. House,Wall,Kathaleen,wallkathaleen,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,5,U.S. House,Pounds,Bunni,poundsbunni,Republican,LOSE,5/22/18,RUNOFF,Open,FALSE
Texas,TX,6,U.S. House,Gagliardi,Deborah,gagliardideborah,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,16,U.S. House,Garcia-Ureste,Alia,garcia-urestealia,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,21,U.S. House,Narvaiz,Susan,narvaizsusan,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,21,U.S. House,Sarver,Jenifer,sarverjenifer,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,21,U.S. House,Wardlaw,Peggy,wardlawpeggy,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,23,U.S. House,Arredondo-Lynch,Alma,arredondo-lynchalma,Republican,LOSE,3/6/18,,Hurd,FALSE
Texas,TX,26,U.S. House,Birkenstock,Veronica,birkenstockveronica,Republican,LOSE,3/6/18,,Michael Burgess,FALSE
Texas,TX,29,U.S. House,Blanco,Jaimy,blancojaimy,Republican,LOSE,3/6/18,,Open,FALSE
Texas,TX,29,U.S. House,Montiel,Carmen,montielcarmen,Republican,LOSE,5/22/18,RUNOFF,Open,FALSE
Texas,TX,S,U.S. Senate,Miller,Mary,millermary,Republican,LOSE,3/6/18,,Ted Cruz,FALSE
Texas,TX,S,U.S. Senate,Sam,Geraldine,samgeraldine,Republican,LOSE,3/6/18,,Ted Cruz,FALSE
Utah,UT,2,U.S. House,Ghorbani,Shireen,ghorbanishireen,Democratic,WIN,6/26/18,,Chris Stewart,FALSE
Utah,UT,S,U.S. Senate,Wilson,Jenny,wilsonjenny,Democratic,WIN,6/26/18,,Open,FALSE
Utah,UT,4,U.S. House,Love,Mia,lovemia,Republican,WIN,6/26/18,,Love,TRUE
Vermont,VT,S,U.S. Senate,Adeluola,Folasade,adeluolafolasade,Democratic,LOSE,8/14/18,,Bernie Sanders,FALSE
Vermont,VT,1,U.S. House,Tynio,Anya,tynioanya,Republican,LOSE,8/14/18,,Peter Welch,FALSE
Virginia,VA,1,U.S. House,Williams,Vangie,williamsvangie,Democratic,WIN,6/12/18,,Robert Wittman,FALSE
Virginia,VA,2,U.S. House,Luria,Elaine,luriaelaine,Democratic,WIN,6/12/18,,Taylor,FALSE
Virginia,VA,5,U.S. House,Cockburn,Leslie,cockburnleslie,Democratic,WIN,5/5/18,,Open,FALSE
Virginia,VA,6,U.S. House,Lewis,Jennifer,lewisjennifer,Democratic,WIN,6/12/18,,Open,FALSE
Virginia,VA,7,U.S. House,Spanberger,Abigail,spanbergerabigail,Democratic,WIN,6/12/18,,Brat,FALSE
Virginia,VA,10,U.S. House,Wexton,Jennifer,wextonjennifer,Democratic,WIN,6/12/18,,Comstock,FALSE
Virginia,VA,2,U.S. House,Mallard,Karen,mallardkaren,Democratic,LOSE,6/12/18,,Taylor,FALSE
Virginia,VA,6,U.S. House,Moore,Charlotte,moorecharlotte,Democratic,LOSE,6/12/18,,Open,FALSE
Virginia,VA,10,U.S. House,Biggins,Julia,bigginsjulia,Democratic,LOSE,6/12/18,,Comstock,FALSE
Virginia,VA,10,U.S. House,Friedman,Alison,friedmanalison,Democratic,LOSE,6/12/18,,Comstock,FALSE
Virginia,VA,10,U.S. House,Stover,Lindsey,stoverlindsey,Democratic,LOSE,6/12/18,,Comstock,FALSE
Virginia,VA,10,U.S. House,Comstock,Barbara,comstockbarbara,Republican,WIN,6/12/18,,Comstock,TRUE
Virginia,VA,2,U.S. House,Jones,Mary,jonesmary,Republican,LOSE,6/12/18,,Taylor,FALSE
Virginia,VA,4,U.S. House,Fenty,Shion,fentyshion,Republican,LOSE,6/12/18,,Donald McEachin,FALSE
Virginia,VA,6,U.S. House,Dunbar,Cynthia,dunbarcynthia,Republican,LOSE,5/19/18,,Open,FALSE
Virginia,VA,6,U.S. House,Lewis,Kathryn,lewiskathryn,Republican,LOSE,5/19/18,,Open,FALSE
Washington,WA,1,U.S. House,DelBene,Suzan,delbenesuzan,Democratic,WIN,8/7/18,,Suzan DelBene,TRUE
Washington,WA,7,U.S. House,Jayapal,Pramila,jayapalpramila,Democratic,WIN,8/7/18,,Pramila Jayapal,TRUE
Washington,WA,9,U.S. House,Smith,Sarah,smithsarah,Democratic,WIN,8/7/18,,Adam Smith,TRUE
Washington,WA,3,U.S. House,Long,Carolyn,longcarolyn,Democratic,WIN,8/7/18,,Herrera Beutler,FALSE
Washington,WA,4,U.S. House,Brown,Christine,brownchristine,Democratic,WIN,8/7/18,,Dan Newhouse,FALSE
Washington,WA,5,U.S. House,Brown,Lisa,brownlisa,Democratic,WIN,8/7/18,,McMorris Rodgers,FALSE
Washington,WA,8,U.S. House,Schrier,Kim,schrierkim,Democratic,WIN,8/7/18,,Open,FALSE
Washington,WA,S,U.S. Senate,Cantwell,Maria,cantwellmaria,Democratic,WIN,8/7/18,,Maria Cantwell,TRUE
Washington,WA,3,U.S. House,Gasque,Dorothy,gasquedorothy,Democratic,LOSE,8/7/18,,Herrera Beutler,FALSE
Washington,WA,8,U.S. House,Hader,Shannon,hadershannon,Democratic,LOSE,8/7/18,,Open,FALSE
Washington,WA,3,U.S. House,Herrera Beutler,Jaime,herrerabeutlerjaime,Republican,WIN,8/7/18,,Herrera Beutler,TRUE
Washington,WA,5,U.S. House,McMorris Rodgers,Cathy,mcmorrisrodgerscathy,Republican,WIN,8/7/18,,McMorris Rodgers,TRUE
Washington,WA,S,U.S. Senate,Hutchison,Susan,hutchisonsusan,Republican,WIN,8/7/18,,Maria Cantwell,FALSE
Washington,WA,S,U.S. Senate,Smith,RC,smithrc,Republican,LOSE,8/7/18,,Maria Cantwell,FALSE
West Virginia,WV,1,U.S. House,Fershee,Kendra,fersheekendra,Democratic,WIN,5/8/18,,David McKinley,FALSE
West Virginia,WV,2,U.S. House,Sergent,Talley,sergenttalley,Democratic,WIN,5/8/18,,Alex Mooney,FALSE
West Virginia,WV,3,U.S. House,Hagerman,Janice,hagermanjanice,Democratic,LOSE,5/8/18,,Open,FALSE
West Virginia,WV,S,U.S. Senate,Swearengin,Paula Jean,swearenginpaulajean,Democratic,LOSE,5/8/18,,Joe Manchin,FALSE
West Virginia,WV,3,U.S. House,Miller,Carol,millercarol,Republican,WIN,5/8/18,,Open,FALSE
West Virginia,WV,3,U.S. House,Amjad,Ayne,amjadayne,Republican,LOSE,5/8/18,,Open,FALSE
Wisconsin,WI,4,U.S. House,Moore,Gwen,mooregwen,Democratic,WIN,8/14/18,,Gwen Moore,TRUE
Wisconsin,WI,7,U.S. House,Engebretson,Margaret,engebretsonmargaret,Democratic,WIN,8/14/18,,Sean Duffy,FALSE
Wisconsin,WI,S,U.S. Senate,Baldwin,Tammy,baldwintammy,Democratic,WIN,8/14/18,,Tammy Baldwin,TRUE
Wisconsin,WI,1,U.S. House,Myers,Cathy,myerscathy,Democratic,LOSE,8/14/18,,Open,FALSE
Wisconsin,WI,S,U.S. Senate,Vukmir,Leah,vukmirleah,Republican,WIN,8/14/18,,Tammy Baldwin,FALSE
Wisconsin,WI,4,U.S. House,Werner,Cindy,wernercindy,Republican,LOSE,8/14/18,,Gwen Moore,FALSE
Wisconsin,WI,5,U.S. House,Vipond,Jennifer,vipondjennifer,Republican,LOSE,8/14/18,,Jim Sensenbrenner,FALSE
Wyoming,WY,1,U.S. House,Cheney,Liz,cheneyliz,Republican,WIN,8/21/18,,Liz Cheney,TRUE